combination,iteration,particles,inertia,cognition,social,function,epochs,solution_x,solution_y,fitness,converged
3,3,40,0.5,1,0.2,2,61,1.0049041756851016,2.995215920349991,4.6996049478546594e-05,False
3,4,40,0.5,1,0.2,2,53,1.0000001350401237,2.999999905818606,3.378371318998381e-14,True
3,5,40,0.5,1,0.2,2,54,1.0000002835270014,2.9999997136839873,1.6239553424780936e-13,True
3,6,40,0.5,1,0.2,2,55,0.9999999148217886,3.0000001412267414,3.9766071174488886e-14,True
3,7,40,0.5,1,0.2,2,56,0.9999999538706708,2.9999999097532966,8.466607186819612e-14,True
3,8,40,0.5,1,0.2,2,53,1.0000000510600007,2.999999832780523,8.454157289182581e-14,True
3,9,40,0.5,1,0.2,2,63,1.0703430865313572,2.9259275201958346,0.010490515583829598,False
3,10,40,0.5,1,0.2,2,64,0.999999989428059,2.999999995514115,1.0388415697955366e-15,True
3,11,40,0.5,1,0.2,2,54,1.0000008200863322,2.999999426987542,1.245066866507253e-12,True
3,12,40,0.5,1,0.2,2,67,1.0150566505530676,2.98303429173104,0.000529115988395053,False
3,13,40,0.5,1,0.2,2,52,1.0000003394318076,2.9999997939617127,2.288410522911672e-13,True
3,14,40,0.5,1,0.2,2,56,1.0000000801328661,2.999999910401457,1.4807571334418504e-14,True
3,15,40,0.5,1,0.2,2,52,1.0000000109690612,2.999999979690181,8.818080927339958e-16,True
3,16,40,0.5,1,0.2,2,53,0.9999999911443348,2.9999999491641063,1.691503976354073e-14,True
3,17,40,0.5,1,0.2,2,53,0.9999994851603881,3.0000008383681327,1.386603767243434e-12,True
3,18,40,0.5,1,0.2,2,64,0.8953939784381,3.090472972319496,0.01992675079088593,False
3,19,40,0.5,1,0.2,2,53,0.999999877094384,3.000000204625479,8.368992072540024e-14,True
4,0,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,1,40,0.5,1,0.3,1,999,1.7933786049164517,3.2172885322561746,0.6295666207559261,False
4,2,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,3,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,4,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,5,40,0.5,1,0.3,1,999,1.7014180879076841,2.89540239475021,0.4920208448157479,False
4,6,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,7,40,0.5,1,0.3,1,999,2.4121768997240904,5.820113345674857,1.9944734065886518,False
4,8,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,9,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,10,40,0.5,1,0.3,1,999,1.2143157979983787,1.4751100780646842,0.04596120633166617,False
4,11,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,12,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,13,40,0.5,1,0.3,1,999,1.663400962673714,2.767532601119252,0.440140506929441,False
4,14,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
4,15,40,0.5,1,0.3,1,999,2.258863893387067,5.103481199678193,1.5848413470734468,False
4,16,40,0.5,1,0.3,1,999,0.9945272416820896,0.9890815996968345,2.995188718755273e-05,False
4,17,40,0.5,1,0.3,1,999,1.2747177477277924,1.6253179045230668,0.07548686216454067,False
4,18,40,0.5,1,0.3,1,999,2.5319318311281074,6.411435963946391,2.34687246532934,False
4,19,40,0.5,1,0.3,1,999,1.0,1.0,0.0,True
5,0,40,0.5,1,0.3,2,52,1.0000001687800817,2.9999999135840585,6.308983727123272e-14,True
5,1,40,0.5,1,0.3,2,51,1.0000000882924036,2.999999906465733,1.665411623910528e-14,True
5,2,40,0.5,1,0.3,2,54,0.9999999840186499,3.000000009903094,5.012556233676186e-16,True
5,3,40,0.5,1,0.3,2,51,1.0000000331935037,3.0000000311791535,1.864930441271919e-14,True
5,4,40,0.5,1,0.3,2,51,1.0000000077143967,2.9999999252016805,2.3655311473599677e-14,True
5,5,40,0.5,1,0.3,2,49,0.9999999422290853,2.9999999365724674,6.611678512859288e-14,True
5,6,40,0.5,1,0.3,2,49,1.0000002171281892,2.9999997680583266,1.0181934785649798e-13,True
5,7,40,0.5,1,0.3,2,51,1.0000000263187705,2.9999997542541204,2.5367673999688065e-13,True
5,8,40,0.5,1,0.3,2,48,0.9999997076304,3.0000003637868815,2.3822259094064216e-13,True
5,9,40,0.5,1,0.3,2,55,1.000000048073169,2.9999999621168225,4.161508447169059e-15,True
5,10,40,0.5,1,0.3,2,50,0.999999895167397,3.000000179857613,6.58536438756478e-14,True
5,11,40,0.5,1,0.3,2,47,1.00000061669479,2.999999301968227,8.94023639626964e-13,True
5,12,40,0.5,1,0.3,2,52,1.0000002009699605,2.999999894100924,8.7757431744735e-14,True
5,13,40,0.5,1,0.3,2,53,1.0000000527006658,2.9999999422913683,6.207965162503703e-15,True
5,14,40,0.5,1,0.3,2,49,0.9999997622068955,3.0000002368008025,1.1262411940008179e-13,True
5,15,40,0.5,1,0.3,2,49,1.0000004370633777,2.9999996776400706,3.475678445257052e-13,True
5,16,40,0.5,1,0.3,2,51,1.0000000879711144,2.999999783383245,1.2086053953791762e-13,True
5,17,40,0.5,1,0.3,2,49,0.9999999299837081,3.0000000458123797,9.344372742638615e-15,True
5,18,40,0.5,1,0.3,2,50,1.000000161271931,2.999999763763708,1.0429484294067614e-13,True
5,19,40,0.5,1,0.3,2,49,0.9999999698625891,3.000000124259751,5.178480888783268e-14,True
6,0,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,1,40,0.5,1,0.4,1,999,1.6479760619076864,2.717540059294544,0.4201670851306703,False
6,2,40,0.5,1,0.4,1,999,1.0341000502037954,1.0694630414992872,0.0011638159788871704,False
6,3,40,0.5,1,0.4,1,999,3.2885664572294133,10.81662654570974,5.237919493159782,False
6,4,40,0.5,1,0.4,1,999,0.802163624943568,0.6430757892619203,0.03915449531315809,False
6,5,40,0.5,1,0.4,1,999,1.100255546240133,1.2109092896464375,0.010063217021388522,False
6,6,40,0.5,1,0.4,1,999,0.937183200866649,0.8780195960322358,0.003954520858244719,False
6,7,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,8,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,9,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,10,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,11,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,12,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,13,40,0.5,1,0.4,1,999,2.2226716217919034,4.941746409180955,1.4951441276551867,False
6,14,40,0.5,1,0.4,1,999,2.3909507385333644,5.717980240611764,1.9349221278707012,False
6,15,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,16,40,0.5,1,0.4,1,999,1.0229653659611238,1.0464498368029689,0.0005274149279633271,False
6,17,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,18,40,0.5,1,0.4,1,999,1.0,1.0,0.0,True
6,19,40,0.5,1,0.4,1,999,2.923349163263042,8.548439243520338,3.6998815570485513,False
7,0,40,0.5,1,0.4,2,51,1.0000002309906377,2.9999999335213485,1.660328605714533e-13,True
7,1,40,0.5,1,0.4,2,49,0.9999999650767529,3.000000134119317,5.856706533610325e-14,True
7,2,40,0.5,1,0.4,2,49,1.000000064748829,3.000000057414945,6.718483705974391e-14,True
7,3,40,0.5,1,0.4,2,53,0.999999978533369,2.9999999943247584,3.4397496451662974e-15,True
7,4,40,0.5,1,0.4,2,51,0.9999998913062081,3.0000001416373303,3.621658063327432e-14,True
7,5,40,0.5,1,0.4,2,49,1.000000092817041,2.9999999467440066,1.7711509965690263e-14,True
7,6,40,0.5,1,0.4,2,56,0.9999999903443213,3.0000000095993946,1.8539317546133045e-16,True
7,7,40,0.5,1,0.4,2,47,1.0000001258599898,2.999999878227848,3.0736035626672445e-14,True
7,8,40,0.5,1,0.4,2,49,0.9999999559793641,3.000000051401829,4.7978924294883826e-15,True
7,9,40,0.5,1,0.4,2,52,0.9999999422126247,3.000000020079426,9.430121818934493e-15,True
7,10,40,0.5,1,0.4,2,50,1.0000000014871209,3.000000080406784,3.329390890621515e-14,True
7,11,40,0.5,1,0.4,2,47,0.9999999573945871,3.0000001538539203,7.499117179545509e-14,True
7,12,40,0.5,1,0.4,2,50,1.0000004983766615,2.999999419406365,6.125067882636251e-13,True
7,13,40,0.5,1,0.4,2,51,1.0000001678752117,2.9999998914591997,5.404548177496988e-14,True
7,14,40,0.5,1,0.4,2,49,1.0000004795461295,2.9999993617735514,7.380152653534456e-13,True
7,15,40,0.5,1,0.4,2,50,0.9999999671479577,3.0000000154161692,2.5329536139701606e-15,True
7,16,40,0.5,1,0.4,2,55,0.9999999818067247,3.0000000155255155,6.005046877719359e-16,True
7,17,40,0.5,1,0.4,2,48,0.9999998692058133,3.0000001879110663,6.546703962589416e-14,True
7,18,40,0.5,1,0.4,2,49,0.9999999966106484,3.0000000260396558,2.741696471790989e-15,True
7,19,40,0.5,1,0.4,2,46,1.0000001728819279,2.9999997330632495,1.365286279710418e-13,True
8,0,40,0.5,1,0.5,1,999,1.0,1.0,0.0,True
8,1,40,0.5,1,0.5,1,999,1.0,1.0,0.0,True
8,2,40,0.5,1,0.5,1,999,1.6862572172730088,2.8444138370315386,0.47103930078113204,False
8,3,40,0.5,1,0.5,1,999,1.0,1.0,0.0,True
8,4,40,0.5,1,0.5,1,999,1.0,1.0,0.0,True
8,5,40,0.5,1,0.5,1,999,1.0694026401964583,1.1439007309014417,0.004824495175413875,False
8,6,40,0.5,1,0.5,1,999,1.4982184005391697,2.245653700344378,0.2483206417477628,False
8,7,40,0.5,1,0.5,1,999,1.0,1.0,0.0,True
8,8,40,0.5,1,0.5,1,999,1.6426084678689066,2.699109601325727,0.4130353281594151,False
8,9,40,0.5,1,0.5,1,999,1.7873259628664435,3.1960126454772855,0.6201007822049045,False
8,10,40,0.5,1,0.5,1,999,1.0,1.0,0.0,True
8,11,40,0.5,1,0.5,1,999,0.9999999594631411,0.9999999188099503,1.6445902778835413e-15,True
8,12,40,0.5,1,0.5,1,999,1.0,1.0,0.0,True
8,13,40,0.5,1,0.5,1,999,2.2310768959753777,4.979315401553078,1.515809947996639,False
8,14,40,0.5,1,0.5,1,999,3.599704800025105,12.959933533580099,6.7588889485352155,False
8,15,40,0.5,1,0.5,1,999,1.0000000385234589,1.0000000771579753,1.485290227800243e-15,True
8,16,40,0.5,1,0.5,1,999,1.0000000000000013,1.0000000000000027,1.7749370367472766e-30,True
8,17,40,0.5,1,0.5,1,999,1.0,1.0,0.0,True
8,18,40,0.5,1,0.5,1,587,1.0,1.0,0.0,True
8,19,40,0.5,1,0.5,1,999,1.0,1.0,0.0,True
9,0,40,0.5,1,0.5,2,49,0.9999998521752201,3.0000000679243475,5.200219880217287e-14,True
9,1,40,0.5,1,0.5,2,49,1.0000000780293896,2.9999999378330107,1.0959783219880496e-14,True
9,2,40,0.5,1,0.5,2,47,0.9999999244497716,2.9999999534614505,6.749635237084219e-14,True
9,3,40,0.5,1,0.5,2,49,0.9999999998906418,2.999999995332373,1.1307705515123212e-16,True
9,4,40,0.5,1,0.5,2,53,0.9999999884342073,3.0000000141107654,3.5878879949045095e-16,True
9,5,40,0.5,1,0.5,2,45,0.9999997694373,3.0000003470109933,2.2781660850051534e-13,True
9,6,40,0.5,1,0.5,2,48,1.0000001528796632,2.9999998177684657,6.002665278425991e-14,True
9,7,40,0.5,1,0.5,2,51,0.9999999683857413,2.999999961552885,2.2112026273870277e-14,True
9,8,40,0.5,1,0.5,2,49,1.0000001065240172,2.9999999422457875,2.4196890812802435e-14,True
9,9,40,0.5,1,0.5,2,50,0.9999998846750321,3.000000069049825,2.663328202434657e-14,True
9,10,40,0.5,1,0.5,2,47,1.0000000238184132,3.0000000370835305,1.677869198864235e-14,True
9,11,40,0.5,1,0.5,2,51,1.0000000030294567,3.0000000035557317,1.9527966056477742e-16,True
9,12,40,0.5,1,0.5,2,48,0.9999999149471405,3.000000060943358,1.3273153988734407e-14,True
9,13,40,0.5,1,0.5,2,51,1.000000007743102,2.9999999938859894,1.0795251387990197e-16,True
9,14,40,0.5,1,0.5,2,49,1.000000073042246,2.999999974898006,1.515835103481663e-14,True
9,15,40,0.5,1,0.5,2,52,1.0000000477470778,2.999999981391824,6.022350159761832e-15,True
9,16,40,0.5,1,0.5,2,46,1.0000004673815073,2.9999997836377044,5.173006940929807e-13,True
9,17,40,0.5,1,0.5,2,50,0.9999998380859123,3.0000002112333277,8.056524029473734e-14,True
9,18,40,0.5,1,0.5,2,53,0.9999999759045487,3.0000000125510367,1.2712133491095194e-15,True
9,19,40,0.5,1,0.5,2,50,1.0000000421151838,2.9999999502893555,4.475600923184503e-15,True
10,0,40,0.5,1,0.6,1,999,2.9675396816423856,8.806485976019474,3.8712161707412096,False
10,1,40,0.5,1,0.6,1,999,1.5162313567170593,2.299401749500844,0.2665145470127828,False
10,2,40,0.5,1,0.6,1,999,1.0,1.0,0.0,True
10,3,40,0.5,1,0.6,1,186,1.0000000144270569,1.0000000289731374,2.0955662864000697e-16,True
10,4,40,0.5,1,0.6,1,302,1.0000000344500803,1.000000069036556,1.1886683742833019e-15,True
10,5,40,0.5,1,0.6,1,999,1.0,1.0,0.0,True
10,6,40,0.5,1,0.6,1,428,1.0,1.0,0.0,True
10,7,40,0.5,1,0.6,1,484,0.99999999999995,0.999999999999901,2.574891298447959e-27,True
10,8,40,0.5,1,0.6,1,534,1.0,1.0,0.0,True
10,9,40,0.5,1,0.6,1,999,3.456499249619622,11.94780890594123,6.034406358560447,False
10,10,40,0.5,1,0.6,1,298,0.999999999999459,0.9999999999989165,2.9290194637083055e-25,True
10,11,40,0.5,1,0.6,1,999,3.749824331409413,14.061183734534985,7.561533853759604,False
10,12,40,0.5,1,0.6,1,871,1.0,1.0,0.0,True
10,13,40,0.5,1,0.6,1,280,1.2804759067258595,1.6400167035193867,0.07868258705891322,False
10,14,40,0.5,1,0.6,1,646,1.0,1.0,0.0,True
10,15,40,0.5,1,0.6,1,579,1.0,1.0,0.0,True
10,16,40,0.5,1,0.6,1,999,1.0,1.0,0.0,True
10,17,40,0.5,1,0.6,1,833,1.0,1.0,0.0,True
10,18,40,0.5,1,0.6,1,689,1.0,1.0,0.0,True
10,19,40,0.5,1,0.6,1,616,1.0,1.0,0.0,True
11,0,40,0.5,1,0.6,2,47,0.9999999230707538,3.0000000967097167,1.6835946271126938e-14,True
11,1,40,0.5,1,0.6,2,51,1.0000000105805507,2.9999999961156356,3.063919659236925e-16,True
11,2,40,0.5,1,0.6,2,51,0.9999999960524879,3.0000000516171332,1.1769482462691286e-14,True
11,3,40,0.5,1,0.6,2,47,0.9999995174541778,3.000000417946782,4.242221277355595e-13,True
11,4,40,0.5,1,0.6,2,50,0.999999949143709,3.0000000523926706,5.340796185250177e-15,True
11,5,40,0.5,1,0.6,2,48,0.9999998512733304,3.0000001782165557,5.735937681869882e-14,True
11,6,40,0.5,1,0.6,2,50,0.999999927084423,3.000000069751712,1.0222022940462146e-14,True
11,7,40,0.5,1,0.6,2,49,1.000000037271147,2.9999999968359785,6.052333429695078e-15,True
11,8,40,0.5,1,0.6,2,54,1.0000000468484829,2.999999999971922,1.0963382349041348e-14,True
11,9,40,0.5,1,0.6,2,52,1.0000000087191803,2.9999999905496924,1.674706126656756e-16,True
11,10,40,0.5,1,0.6,2,51,1.0000000233173334,3.0000000376356963,1.682123109844178e-14,True
11,11,40,0.5,1,0.6,2,54,0.9999999835403379,3.0000000172559904,5.712262361727761e-16,True
11,12,40,0.5,1,0.6,2,52,0.9999999544300714,3.0000000576017527,5.973639532856991e-15,True
11,13,40,0.5,1,0.6,2,48,1.0000002891830375,2.9999996416596724,2.3116554250505386e-13,True
11,14,40,0.5,1,0.6,2,48,1.0000000894098136,2.9999998851279575,2.3783001333394287e-14,True
11,15,40,0.5,1,0.6,2,55,0.9999999910914095,3.0000000056121707,1.543249806670659e-16,True
11,16,40,0.5,1,0.6,2,49,1.0000001969701087,2.9999999835528315,1.694218604099381e-13,True
11,17,40,0.5,1,0.6,2,48,1.000000059293017,2.9999999720377977,8.224026472497967e-15,True
11,18,40,0.5,1,0.6,2,48,1.0000000326252874,2.999999986526934,2.713163187423759e-15,True
11,19,40,0.5,1,0.6,2,50,1.0000000533758935,2.9999999619428235,5.235987128471702e-15,True
12,0,40,0.5,1,0.7,1,470,1.0,1.0,0.0,True
12,1,40,0.5,1,0.7,1,804,1.000015598537351,1.000031295502036,2.442783776659934e-10,False
12,2,40,0.5,1,0.7,1,999,4.455360649691857,19.850490544150077,11.939523571115501,False
12,3,40,0.5,1,0.7,1,792,1.0,1.0,0.0,True
12,4,40,0.5,1,0.7,1,484,1.0000060816237542,1.0000122037492027,3.714988674843061e-11,True
12,5,40,0.5,1,0.7,1,929,1.0000000441196475,1.0000000885349567,1.9552847616662285e-15,True
12,6,40,0.5,1,0.7,1,204,1.000001933825854,1.0000039245247911,4.0630946582360165e-12,True
12,7,40,0.5,1,0.7,1,301,1.000000003982324,1.0000000080491496,1.657295528458463e-17,True
12,8,40,0.5,1,0.7,1,346,1.000000000000003,1.0000000000000062,9.663546088957395e-30,True
12,9,40,0.5,1,0.7,1,628,1.000019325928174,1.0000384312874453,3.7837305394009886e-10,False
12,10,40,0.5,1,0.7,1,654,1.0000002193667703,1.0000004498186854,6.040971661767799e-14,True
12,11,40,0.5,1,0.7,1,906,1.0,1.0,0.0,True
12,12,40,0.5,1,0.7,1,382,0.9999999999921153,0.9999999999841565,6.271839564964574e-23,True
12,13,40,0.5,1,0.7,1,999,1.047491697466754,1.0974205721274062,0.0022587633938556556,False
12,14,40,0.5,1,0.7,1,374,0.9999999999986137,0.9999999999972226,1.9242051616477283e-24,True
12,15,40,0.5,1,0.7,1,999,2.453925801684883,6.023222625787817,2.1141165578369763,False
12,16,40,0.5,1,0.7,1,830,1.0004739969809073,1.0009500757274121,2.2501801714961198e-07,False
12,17,40,0.5,1,0.7,1,236,0.9999999962050915,0.9999999924194749,1.4409964454052432e-17,True
12,18,40,0.5,1,0.7,1,241,1.0000000004138263,1.0000000008329994,1.7411107547242334e-19,True
12,19,40,0.5,1,0.7,1,197,0.9999999993186341,0.9999999986452265,4.705927033988876e-19,True
13,0,40,0.5,1,0.7,2,47,1.0000002735236477,2.9999998746146797,1.7831652019146307e-13,True
13,1,40,0.5,1,0.7,2,52,1.0000000040196986,2.9999999891322195,3.2185153566768636e-16,True
13,2,40,0.5,1,0.7,2,53,1.0000000187715228,2.999999982078701,6.764345254853236e-16,True
13,3,40,0.5,1,0.7,2,49,0.9999997924884698,3.000000313303969,1.8598857229847516e-13,True
13,4,40,0.5,1,0.7,2,51,1.0000000061353895,2.999999972195827,2.688859835752956e-15,True
13,5,40,0.5,1,0.7,2,49,0.9999999970862645,3.0000000130454083,5.892757306205755e-16,True
13,6,40,0.5,1,0.7,2,49,1.0000000336481663,3.0000000127528836,9.907064831078378e-15,True
13,7,40,0.5,1,0.7,2,50,0.999999976010066,3.0000000717488544,1.484707286096084e-14,True
13,8,40,0.5,1,0.7,2,49,0.9999999786729244,3.000000030410814,1.7097189797025654e-15,True
13,9,40,0.5,1,0.7,2,49,0.9999998973984358,3.000000027751053,3.370759800895983e-14,True
13,10,40,0.5,1,0.7,2,49,0.9999999147597665,3.000000122340616,2.773887717641037e-14,True
13,11,40,0.5,1,0.7,2,46,1.0000001485840881,2.999999899365285,4.140114669200513e-14,True
13,12,40,0.5,1,0.7,2,49,1.0000000986854876,2.999999796810562,9.470907614039106e-14,True
13,13,40,0.5,1,0.7,2,49,0.9999999802974611,3.0000000796912842,2.113348901479969e-14,True
13,14,40,0.5,1,0.7,2,51,1.0000001226663426,2.9999998108120787,6.853958275536801e-14,True
13,15,40,0.5,1,0.7,2,47,0.9999997986269565,3.000000220626365,9.070985726043653e-14,True
13,16,40,0.5,1,0.7,2,52,1.00000006369837,2.999999932921017,8.602786407696208e-15,True
13,17,40,0.5,1,0.7,2,47,0.9999998919729429,2.9999999451407464,1.2080718361584591e-13,True
13,18,40,0.5,1,0.7,2,50,0.9999999448685117,3.0000000555847244,6.129964224555283e-15,True
13,19,40,0.5,1,0.7,2,53,0.9999999787597974,3.0000000261177022,1.2284406003400422e-15,True
14,0,40,0.5,1,0.8,1,306,0.9999999999862288,0.9999999999724193,1.8979283528062362e-22,True
14,1,40,0.5,1,0.8,1,337,1.0000000000000069,1.0000000000000138,4.738095811983702e-29,True
14,2,40,0.5,1,0.8,1,364,0.9999999999999986,0.9999999999999971,2.0830858278492343e-30,True
14,3,40,0.5,1,0.8,1,999,1.0000000011938641,1.0000000024097448,1.4737846487832602e-18,True
14,4,40,0.5,1,0.8,1,313,0.9999999999999996,0.9999999999999991,1.9721522630525295e-31,True
14,5,40,0.5,1,0.8,1,424,1.0000000000000018,1.0000000000000038,8.085824278515371e-30,True
14,6,40,0.5,1,0.8,1,233,0.9999889321906273,0.9999780955894119,1.2783646256839078e-10,False
14,7,40,0.5,1,0.8,1,203,1.000000002278798,1.0000000046495088,6.0377149393920264e-18,True
14,8,40,0.5,1,0.8,1,599,1.0000030136671734,1.0000060522247718,9.144097953610943e-12,True
14,9,40,0.5,1,0.8,1,287,1.000000061910692,1.0000001199420672,5.3378464647854515e-15,True
14,10,40,0.5,1,0.8,1,303,1.0000000000000022,1.0000000000000044,4.930380657631324e-30,True
